time (s),getData("/net011" ?result "tran") tp 1e-11  (V),time (s),getData("/net011" ?result "tran") tp 1.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 2.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 3.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 4.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 5.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 6.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 7.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 8.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 9.01e-09  (V),time (s),getData("/net011" ?result "tran") tp 1.001e-08  (V)
45.44E-9,3.508E-6,45.66E-9,78.44E-3,46.55E-9,8.968E-3,47.27E-9,11.15E-3,48.43E-9,912.0E-6,50.79E-9,-3.915E-6,55.25E-9,9.784E-6,61.39E-9,7.330E-6,63.96E-9,313.9E-6,73.61E-9,-1.111E-6,74.26E-9,134.1E-6
45.76E-9,1.595E-6,45.69E-9,48.46E-3,46.70E-9,1.498E-3,47.49E-9,2.111E-3,48.72E-9,298.9E-6,51.43E-9,8.460E-6,55.54E-9,-3.824E-6,62.80E-9,-2.268E-6,64.40E-9,139.9E-6,75.21E-9,5.954E-6,74.85E-9,64.54E-6
46.40E-9,3.200E-6,45.71E-9,32.27E-3,46.86E-9,519.8E-6,47.77E-9,327.8E-6,49.01E-9,180.6E-6,52.69E-9,-3.360E-6,56.13E-9,8.341E-6,64.40E-9,7.082E-6,64.85E-9,95.39E-6,76.81E-9,-917.1E-9,75.02E-9,6.358E-6
47.68E-9,1.884E-6,45.74E-9,21.73E-3,47.01E-9,400.1E-6,48.01E-9,298.4E-6,49.11E-9,20.25E-6,54.29E-9,8.147E-6,57.30E-9,-3.227E-6,66.00E-9,-2.014E-6,64.98E-9,9.802E-6,78.41E-9,5.765E-6,75.31E-9,-845.3E-9
49.28E-9,3.023E-6,45.77E-9,12.42E-3,47.06E-9,74.56E-6,48.09E-9,40.55E-6,49.25E-9,-10.24E-6,55.89E-9,-3.051E-6,58.90E-9,8.019E-6,67.60E-9,6.833E-6,65.21E-9,-3.496E-6,79.75E-9,-715.5E-9,75.58E-9,5.259E-6
50.88E-9,1.923E-6,45.82E-9,4.662E-3,47.13E-9,-34.71E-6,48.20E-9,-22.56E-6,49.38E-9,11.32E-6,57.49E-9,7.841E-6,60.50E-9,-2.927E-6,68.68E-9,-1.712E-6,65.42E-9,7.248E-6,80.00E-9,-83.23E-6,76.11E-9,-95.80E-9
52.48E-9,3.020E-6,45.90E-9,1.102E-3,47.20E-9,20.57E-6,48.30E-9,18.18E-6,49.63E-9,-4.964E-6,58.70E-9,-2.704E-6,62.10E-9,7.720E-6,69.75E-9,6.483E-6,65.83E-9,-1.824E-6, , ,77.19E-9,4.937E-6
53.69E-9,1.917E-6,45.95E-9,935.3E-6,47.33E-9,-10.65E-6,48.49E-9,-10.18E-6,50.13E-9,9.332E-6,59.91E-9,7.458E-6,63.43E-9,-2.605E-6,70.00E-9,-106.5E-6,66.66E-9,6.556E-6, , ,78.79E-9,68.91E-9
54.91E-9,3.033E-6,46.01E-9,806.3E-6,47.59E-9,13.81E-6,48.89E-9,13.95E-6,51.14E-9,-4.158E-6,60.13E-9,-149.0E-6,64.75E-9,7.378E-6,70.38E-9,-46.52E-6,68.26E-9,-1.522E-6, , ,80.00E-9,4.785E-6
54.92E-9,16.92E-3,46.03E-9,327.8E-6,48.11E-9,-8.142E-6,49.68E-9,-8.571E-6,52.74E-9,8.933E-6,60.49E-9,32.86E-6,65.00E-9,-124.0E-6,70.72E-9,376.2E-6,69.86E-9,6.354E-6, , , , 
54.92E-9,71.50E-3,46.06E-9,-33.59E-6,49.15E-9,12.72E-6,51.26E-9,13.29E-6,54.34E-9,-3.817E-6,60.80E-9,1.540E-3,65.40E-9,15.73E-6,71.39E-9,7.290E-3,71.46E-9,-1.306E-6, , , , 
54.92E-9,83.63E-3,46.08E-9,5.329E-6,50.75E-9,-7.560E-6,52.86E-9,-8.072E-6,55.94E-9,8.587E-6,61.42E-9,24.66E-3,65.75E-9,1.125E-3,72.20E-9,47.02E-3,73.06E-9,6.144E-6, , , , 
54.92E-9,105.3E-3,46.13E-9,89.27E-9,52.35E-9,12.23E-6,54.46E-9,12.73E-6,57.54E-9,-3.479E-6,61.94E-9,85.86E-3,66.46E-9,19.08E-3,72.88E-9,137.9E-3,73.91E-9,-1.012E-6, , , , 
54.92E-9,129.3E-3,46.24E-9,4.074E-6,53.95E-9,-7.027E-6,56.06E-9,-7.510E-6,58.91E-9,8.230E-6,62.21E-9,154.9E-3,67.09E-9,73.47E-3,73.13E-9,210.1E-3,74.75E-9,5.773E-6, , , , 
54.92E-9,176.8E-3,46.44E-9,1.179E-6,55.55E-9,11.71E-6,56.98E-9,11.98E-6,59.11E-9,-185.3E-6,62.37E-9,227.5E-3,67.47E-9,146.8E-3,73.31E-9,305.7E-3,74.92E-9,-93.00E-6, , , , 
54.93E-9,270.2E-3,46.86E-9,3.633E-6,56.91E-9,-6.473E-6,57.91E-9,-6.593E-6,59.45E-9,212.6E-6,62.51E-9,334.3E-3,67.67E-9,216.6E-3,73.52E-9,473.7E-3,75.26E-9,-86.25E-6, , , , 
54.93E-9,449.4E-3,47.68E-9,1.368E-6,57.02E-9,-368.2E-6,58.03E-9,-247.9E-6,59.76E-9,4.070E-3,62.65E-9,495.3E-3,67.83E-9,313.6E-3,73.72E-9,681.4E-3,75.55E-9,21.52E-6, , , , 
54.95E-9,766.2E-3,49.28E-9,3.543E-6,57.19E-9,4.986E-6,58.24E-9,-139.4E-6,60.32E-9,47.17E-3,62.81E-9,725.1E-3,67.99E-9,472.9E-3,73.92E-9,881.3E-3,76.15E-9,1.515E-3, , , , 
54.96E-9,966.5E-3,50.88E-9,1.427E-6,57.42E-9,9.539E-3,58.45E-9,1.522E-3,60.72E-9,140.0E-3,62.94E-9,910.8E-3,68.17E-9,678.9E-3,74.07E-9,987.3E-3,76.94E-9,15.99E-3, , , , 
54.97E-9,1.072,52.48E-9,3.485E-6,57.68E-9,63.50E-3,58.88E-9,31.18E-3,60.87E-9,219.1E-3,63.05E-9,1.010,68.33E-9,875.6E-3,74.19E-9,1.032,77.76E-9,63.87E-3, , , , 
54.98E-9,1.142,54.08E-9,1.483E-6,57.88E-9,186.9E-3,59.19E-9,103.1E-3,60.99E-9,323.6E-3,63.14E-9,1.049,68.46E-9,988.1E-3,74.33E-9,1.067,78.53E-9,189.3E-3, , , , 
54.99E-9,1.171,55.00E-9,3.411E-6,57.97E-9,299.6E-3,59.34E-9,175.1E-3,61.12E-9,498.5E-3,63.22E-9,1.073,68.57E-9,1.035,74.45E-9,1.088,78.79E-9,290.3E-3, , , , 
55.00E-9,1.186,55.91E-9,1.575E-6,58.06E-9,528.8E-3,59.44E-9,259.7E-3,61.25E-9,721.5E-3,63.30E-9,1.094,68.69E-9,1.068,74.60E-9,1.110,79.01E-9,441.9E-3, , , , 
55.01E-9,1.194,55.97E-9,-698.1E-6,58.13E-9,752.6E-3,59.55E-9,434.2E-3,61.37E-9,923.2E-3,63.41E-9,1.115,68.79E-9,1.090,74.90E-9,1.144,79.22E-9,628.3E-3, , , , 
55.03E-9,1.198,56.07E-9,-90.54E-6,58.18E-9,891.3E-3,59.65E-9,625.8E-3,61.46E-9,1.022,63.62E-9,1.147,68.92E-9,1.111,75.18E-9,1.167,79.45E-9,841.4E-3, , , , 
55.04E-9,1.199,56.21E-9,18.74E-3,58.21E-9,990.4E-3,59.70E-9,747.4E-3,61.53E-9,1.060,63.85E-9,1.171,69.15E-9,1.142,75.66E-9,1.189,79.62E-9,962.6E-3, , , , 
55.07E-9,1.200,56.33E-9,83.88E-3,58.25E-9,1.055,59.78E-9,933.8E-3,61.60E-9,1.083,64.19E-9,1.191,69.43E-9,1.168,76.23E-9,1.198,79.76E-9,1.020, , , , 
55.10E-9,1.200,56.40E-9,167.6E-3,58.29E-9,1.092,59.85E-9,1.026,61.66E-9,1.102,64.61E-9,1.199,69.81E-9,1.189,76.76E-9,1.200,79.88E-9,1.047, , , , 
55.15E-9,1.200,56.45E-9,268.6E-3,58.34E-9,1.119,59.90E-9,1.067,61.75E-9,1.123,64.92E-9,1.200,70.30E-9,1.198,76.88E-9,1.200,80.00E-9,1.070, , , , 
55.25E-9,1.200,56.50E-9,454.2E-3,58.38E-9,1.135,59.98E-9,1.099,61.92E-9,1.153,65.00E-9,1.200,70.76E-9,1.200,77.07E-9,1.200, , , , , , 
55.45E-9,1.200,56.55E-9,668.0E-3,58.43E-9,1.153,60.03E-9,1.117,62.12E-9,1.176,65.06E-9,1.200,70.86E-9,1.200,77.23E-9,1.199, , , , , , 
55.86E-9,1.200,56.57E-9,789.8E-3,58.51E-9,1.172,60.10E-9,1.136,62.40E-9,1.194,65.17E-9,1.200,71.02E-9,1.200,77.57E-9,1.196, , , , , , 
56.66E-9,1.200,56.59E-9,917.7E-3,58.63E-9,1.190,60.21E-9,1.159,62.66E-9,1.198,65.25E-9,1.200,71.17E-9,1.199,78.23E-9,1.175, , , , , , 
58.26E-9,1.200,56.62E-9,1.037,58.78E-9,1.198,60.39E-9,1.184,62.92E-9,1.200,65.40E-9,1.199,71.46E-9,1.196,78.84E-9,1.126, , , , , , 
59.86E-9,1.200,56.64E-9,1.093,58.92E-9,1.199,60.62E-9,1.196,63.01E-9,1.200,65.70E-9,1.194,72.03E-9,1.175,79.52E-9,998.0E-3, , , , , , 
61.46E-9,1.200,56.67E-9,1.133,58.97E-9,1.200,60.77E-9,1.199,63.14E-9,1.200,66.14E-9,1.168,72.55E-9,1.126,79.75E-9,899.9E-3, , , , , , 
63.06E-9,1.200,56.70E-9,1.156,59.03E-9,1.200,60.92E-9,1.199,63.26E-9,1.200,66.60E-9,1.109,73.14E-9,996.2E-3,80.00E-9,694.8E-3, , , , , , 
64.03E-9,1.200,56.72E-9,1.170,59.10E-9,1.200,60.99E-9,1.200,63.49E-9,1.200,66.88E-9,1.038,73.33E-9,899.2E-3, , , , , , , , 
65.00E-9,1.200,56.76E-9,1.182,59.22E-9,1.200,61.07E-9,1.200,63.96E-9,1.200,67.04E-9,970.5E-3,73.49E-9,755.6E-3, , , , , , , , 
65.01E-9,1.176,56.80E-9,1.192,59.47E-9,1.200,61.15E-9,1.200,64.48E-9,1.200,67.18E-9,876.5E-3,73.65E-9,572.9E-3, , , , , , , , 
65.01E-9,1.110,56.86E-9,1.197,59.96E-9,1.200,61.30E-9,1.200,65.00E-9,1.200,67.32E-9,719.1E-3,73.78E-9,421.2E-3, , , , , , , , 
65.01E-9,1.097,56.92E-9,1.199,60.95E-9,1.200,61.61E-9,1.200,65.10E-9,1.200,67.46E-9,524.7E-3,73.91E-9,274.1E-3, , , , , , , , 
65.01E-9,1.073,56.94E-9,1.199,62.55E-9,1.200,62.23E-9,1.200,65.28E-9,1.199,67.61E-9,319.1E-3,74.03E-9,185.0E-3, , , , , , , , 
65.01E-9,1.047,56.97E-9,1.200,63.77E-9,1.200,63.48E-9,1.200,65.45E-9,1.197,67.72E-9,200.5E-3,74.13E-9,143.3E-3, , , , , , , , 
65.01E-9,994.9E-3,57.00E-9,1.200,65.00E-9,1.200,65.00E-9,1.200,65.79E-9,1.181,67.81E-9,145.8E-3,74.22E-9,118.4E-3, , , , , , , , 
65.02E-9,892.8E-3,57.06E-9,1.200,65.10E-9,1.200,65.14E-9,1.200,66.16E-9,1.134,67.91E-9,115.1E-3,74.33E-9,97.56E-3, , , , , , , , 
65.02E-9,697.8E-3,57.16E-9,1.200,65.27E-9,1.195,65.38E-9,1.196,66.54E-9,1.024,68.00E-9,92.69E-3,74.45E-9,77.43E-3, , , , , , , , 
65.04E-9,365.0E-3,57.37E-9,1.200,65.48E-9,1.166,65.67E-9,1.172,66.68E-9,940.6E-3,68.09E-9,74.85E-3,74.69E-9,48.11E-3, , , , , , , , 
65.05E-9,194.5E-3,57.78E-9,1.200,65.68E-9,1.098,65.96E-9,1.113,66.80E-9,823.1E-3,68.26E-9,50.63E-3,74.94E-9,27.90E-3, , , , , , , , 
65.06E-9,95.73E-3,58.60E-9,1.200,65.79E-9,1.023,66.15E-9,1.034,66.92E-9,647.8E-3,68.49E-9,27.69E-3,75.31E-9,9.904E-3, , , , , , , , 
65.07E-9,30.28E-3,60.20E-9,1.200,65.87E-9,940.2E-3,66.26E-9,958.8E-3,67.01E-9,477.6E-3,68.78E-9,10.50E-3,75.76E-9,1.590E-3, , , , , , , , 
65.08E-9,12.92E-3,61.80E-9,1.200,65.96E-9,763.4E-3,66.35E-9,850.9E-3,67.12E-9,293.9E-3,69.17E-9,1.662E-3,75.91E-9,840.9E-6, , , , , , , , 
65.09E-9,5.323E-3,63.40E-9,1.200,66.02E-9,573.5E-3,66.44E-9,686.2E-3,67.21E-9,183.4E-3,69.64E-9,235.6E-6,76.21E-9,238.7E-6, , , , , , , , 
65.10E-9,2.016E-3,65.00E-9,1.200,66.06E-9,443.5E-3,66.54E-9,458.1E-3,67.28E-9,134.5E-3,70.01E-9,156.3E-6,76.49E-9,171.6E-6, , , , , , , , 
65.11E-9,479.9E-6,65.08E-9,1.200,66.13E-9,243.6E-3,66.64E-9,256.9E-3,67.37E-9,104.1E-3,70.14E-9,15.14E-6,76.77E-9,128.1E-6, , , , , , , , 
65.13E-9,40.75E-6,65.20E-9,1.186,66.18E-9,143.8E-3,66.71E-9,153.5E-3,67.44E-9,84.33E-3,70.32E-9,-7.321E-6,76.86E-9,16.21E-6, , , , , , , , 
65.16E-9,-6.499E-6,65.28E-9,1.153,66.22E-9,99.10E-3,66.77E-9,113.0E-3,67.52E-9,67.04E-3,70.47E-9,9.807E-6,77.01E-9,-7.683E-6, , , , , , , , 
65.20E-9,3.859E-6,65.38E-9,1.069,66.27E-9,71.21E-3,66.84E-9,83.44E-3,67.65E-9,45.10E-3,70.79E-9,-3.915E-6,77.16E-9,9.816E-6, , , , , , , , 
65.28E-9,1.332E-6,65.43E-9,985.9E-3,66.31E-9,55.84E-3,66.90E-9,67.60E-3,67.86E-9,22.48E-3,71.43E-9,8.460E-6,77.44E-9,-3.818E-6, , , , , , , , 
65.44E-9,3.508E-6,65.48E-9,873.4E-3,66.35E-9,41.69E-3,66.97E-9,50.99E-3,68.10E-9,7.289E-3,72.69E-9,-3.360E-6,78.01E-9,8.321E-6, , , , , , , , 
65.76E-9,1.595E-6,65.52E-9,697.0E-3,66.42E-9,26.22E-3,67.08E-9,31.63E-3,68.43E-9,912.4E-6,74.29E-9,8.147E-6,79.14E-9,-3.199E-6, , , , , , , , 
66.40E-9,3.200E-6,65.57E-9,462.6E-3,66.55E-9,8.965E-3,67.27E-9,11.00E-3,68.72E-9,298.9E-6,75.89E-9,-3.051E-6,80.00E-9,7.856E-6, , , , , , , , 
67.68E-9,1.884E-6,65.60E-9,303.9E-3,66.70E-9,1.497E-3,67.49E-9,2.064E-3,69.01E-9,180.6E-6,77.49E-9,7.841E-6, , , , , , , , , , 
69.28E-9,3.023E-6,65.62E-9,190.0E-3,66.86E-9,519.8E-6,67.78E-9,326.2E-6,69.11E-9,20.25E-6,78.70E-9,-2.704E-6, , , , , , , , , , 
70.88E-9,1.923E-6,65.64E-9,108.5E-3,67.01E-9,400.1E-6,68.01E-9,297.4E-6,69.25E-9,-10.24E-6,79.91E-9,7.458E-6, , , , , , , , , , 
72.48E-9,3.020E-6,65.67E-9,67.79E-3,67.06E-9,74.56E-6,68.09E-9,40.48E-6,69.38E-9,11.32E-6,80.00E-9,-143.2E-6, , , , , , , , , , 
73.69E-9,1.917E-6,65.69E-9,45.56E-3,67.13E-9,-34.70E-6,68.20E-9,-22.46E-6,69.63E-9,-4.964E-6, , , , , , , , , , , , 
74.91E-9,3.033E-6,65.72E-9,30.79E-3,67.20E-9,20.56E-6,68.29E-9,18.07E-6,70.13E-9,9.332E-6, , , , , , , , , , , , 
74.92E-9,16.92E-3,65.74E-9,20.03E-3,67.33E-9,-10.64E-6,68.49E-9,-10.07E-6,71.14E-9,-4.159E-6, , , , , , , , , , , , 
74.92E-9,71.50E-3,65.78E-9,10.58E-3,67.59E-9,13.80E-6,68.88E-9,13.85E-6,72.74E-9,8.933E-6, , , , , , , , , , , , 
74.92E-9,83.63E-3,65.83E-9,3.561E-3,68.11E-9,-8.140E-6,69.67E-9,-8.465E-6,74.34E-9,-3.818E-6, , , , , , , , , , , , 
74.92E-9,105.3E-3,65.91E-9,959.2E-6,69.15E-9,12.72E-6,71.24E-9,13.18E-6,75.94E-9,8.588E-6, , , , , , , , , , , , 
74.92E-9,129.3E-3,65.96E-9,902.8E-6,70.75E-9,-7.558E-6,72.84E-9,-7.968E-6,77.54E-9,-3.479E-6, , , , , , , , , , , , 
74.92E-9,176.8E-3,66.01E-9,818.2E-6,72.35E-9,12.23E-6,74.44E-9,12.63E-6,78.91E-9,8.230E-6, , , , , , , , , , , , 
74.93E-9,270.2E-3,66.03E-9,345.5E-6,73.95E-9,-7.026E-6,76.04E-9,-7.411E-6,79.09E-9,-186.4E-6, , , , , , , , , , , , 
74.93E-9,449.4E-3,66.05E-9,-19.73E-6,75.55E-9,11.71E-6,76.97E-9,11.89E-6,79.41E-9,82.86E-6, , , , , , , , , , , , 
74.95E-9,766.2E-3,66.08E-9,3.285E-6,76.91E-9,-6.471E-6,77.91E-9,-6.512E-6,79.72E-9,3.060E-3, , , , , , , , , , , , 
74.96E-9,966.5E-3,66.12E-9,1.081E-6,77.02E-9,-368.2E-6,78.05E-9,-249.2E-6,80.00E-9,14.75E-3, , , , , , , , , , , , 
74.97E-9,1.072,66.22E-9,3.364E-6,77.19E-9,5.062E-6,78.30E-9,36.96E-6, , , , , , , , , , , , , , 
74.98E-9,1.142,66.41E-9,1.764E-6,77.42E-9,9.541E-3,78.52E-9,2.919E-3, , , , , , , , , , , , , , 
74.99E-9,1.171,66.80E-9,3.102E-6,77.68E-9,63.50E-3,78.82E-9,23.22E-3, , , , , , , , , , , , , , 
75.00E-9,1.186,67.57E-9,1.874E-6,77.88E-9,186.9E-3,79.12E-9,80.39E-3, , , , , , , , , , , , , , 
75.01E-9,1.194,69.10E-9,3.050E-6,77.97E-9,299.7E-3,79.30E-9,150.7E-3, , , , , , , , , , , , , , 
75.03E-9,1.198,70.70E-9,1.907E-6,78.06E-9,528.8E-3,79.40E-9,226.6E-3, , , , , , , , , , , , , , 
75.04E-9,1.199,72.30E-9,3.019E-6,78.13E-9,752.7E-3,79.50E-9,339.8E-3, , , , , , , , , , , , , , 
75.07E-9,1.200,73.90E-9,1.937E-6,78.18E-9,891.3E-3,79.59E-9,507.0E-3, , , , , , , , , , , , , , 
75.10E-9,1.200,74.91E-9,2.980E-6,78.21E-9,990.4E-3,79.70E-9,749.3E-3, , , , , , , , , , , , , , 
75.15E-9,1.200,75.91E-9,1.983E-6,78.25E-9,1.055,79.79E-9,949.8E-3, , , , , , , , , , , , , , 
75.25E-9,1.200,75.98E-9,-700.5E-6,78.29E-9,1.092,79.86E-9,1.041, , , , , , , , , , , , , , 
75.45E-9,1.200,76.08E-9,54.96E-6,78.34E-9,1.119,79.92E-9,1.076, , , , , , , , , , , , , , 
75.86E-9,1.200,76.22E-9,22.85E-3,78.38E-9,1.135,79.96E-9,1.093, , , , , , , , , , , , , , 
76.66E-9,1.200,76.34E-9,93.32E-3,78.43E-9,1.153,80.00E-9,1.107, , , , , , , , , , , , , , 
78.26E-9,1.200,76.41E-9,177.2E-3,78.51E-9,1.172, , , , , , , , , , , , , , , , 
79.13E-9,1.200,76.45E-9,281.8E-3,78.63E-9,1.190, , , , , , , , , , , , , , , , 
80.00E-9,1.200,76.50E-9,465.5E-3,78.78E-9,1.198, , , , , , , , , , , , , , , , 
 , ,76.55E-9,685.0E-3,78.92E-9,1.199, , , , , , , , , , , , , , , , 
 , ,76.57E-9,815.2E-3,78.97E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.59E-9,938.1E-3,79.03E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.62E-9,1.046,79.10E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.64E-9,1.098,79.22E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.67E-9,1.140,79.47E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.70E-9,1.159,79.73E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.73E-9,1.173,80.00E-9,1.200, , , , , , , , , , , , , , , , 
 , ,76.76E-9,1.184, , , , , , , , , , , , , , , , , , 
 , ,76.81E-9,1.194, , , , , , , , , , , , , , , , , , 
 , ,76.87E-9,1.198, , , , , , , , , , , , , , , , , , 
 , ,76.92E-9,1.199, , , , , , , , , , , , , , , , , , 
 , ,76.94E-9,1.199, , , , , , , , , , , , , , , , , , 
 , ,76.97E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,77.00E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,77.05E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,77.15E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,77.35E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,77.75E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,78.54E-9,1.200, , , , , , , , , , , , , , , , , , 
 , ,80.00E-9,1.200, , , , , , , , , , , , , , , , , , 
